,scientificName,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,synScientificName,accScientificName,synSplitExtras,accSplitExtras,Unnamed: 0,sort v2024,14.1,speciesCode_eBird,scientificName_Clements,scientificName_IOC,commonName_Clements,commonName_IOC,rank_Clements,rank_IOC,species_Clements,genus_Clements,family_Clements,species_IOC,genus_IOC,family_IOC,family_english_Clements,order_IOC,order_english_Clements,authority_IOC,extinct_Clements,extinctYear_Clements,extinct_Clements.1,range_Clements,breedingRange_IOC,nonbreedingRange_IOC
42,"Andigena laminirostris Gould, 1851","Andigena laminirostris Gould, 1851",195,SPECIES,ACCEPTED,Piciformes,724.0,Ramphastidae,9343.0,Andigena,2478852.0,Andigena laminirostris,2478861.0,NT,,Andigena laminirostris,,"Gould, 1851",1591,10767.0,9973,pbmtou1,Andigena laminirostris,Andigena laminirostris,Plate-billed Mountain-Toucan,Plate-billed Mountain Toucan,species,Species,,Andigena,Ramphastidae,,Andigena,Ramphastidae,Ramphastidae (Toucans),Piciformes,Piciformes,"Gould, 1851",,,,Andes of southwestern Colombia to southern Ecuador,SA : sw Colombia to s Ecuador,
43,"Aulacorhynchus haematopygus (Gould, 1835)","Aulacorhynchus haematopygus (Gould, 1835)",4044,SPECIES,ACCEPTED,Piciformes,724.0,Ramphastidae,9343.0,Aulacorhynchus,2478937.0,Aulacorhynchus haematopygus,5229025.0,LC,,Aulacorhynchus haematopygus,,"(Gould, 1835)",3178,10758.0,9925,crrtou1,Aulacorhynchus haematopygus,Aulacorhynchus haematopygus,Crimson-rumped Toucanet,Crimson-rumped Toucanet,species,Species,,Aulacorhynchus,Ramphastidae,,Aulacorhynchus,Ramphastidae,Ramphastidae (Toucans),Piciformes,Piciformes,"(Gould, 1835)",,,,,SA : w Venezuela to e Ecuador,
44,"Aulacorhynchus haematopygus sexnotatus Gould, 1868","Aulacorhynchus haematopygus sexnotatus Gould, 1868",12,SUBSPECIES,ACCEPTED,Piciformes,724.0,Ramphastidae,9343.0,Aulacorhynchus,2478937.0,Aulacorhynchus haematopygus,5229025.0,,,Aulacorhynchus haematopygus sexnotatus,,"Gould, 1868",3180,10759.0,9927,crrtou2,Aulacorhynchus haematopygus sexnotatus,Aulacorhynchus haematopygus sexnotatus,,,subspecies,ssp,Aulacorhynchus haematopygus,Aulacorhynchus,Ramphastidae,Aulacorhynchus haematopygus,Aulacorhynchus,Ramphastidae,Ramphastidae (Toucans),Piciformes,Piciformes,"Gould, 1868",,,,far southwestern Colombia (Nariño) and Andes of western Ecuador,sw Colombia and w Ecuador,
45,"Eubucco bourcierii (Lafresnaye, 1845)","Eubucco bourcierii (Lafresnaye, 1845)",6334,SPECIES,ACCEPTED,Piciformes,724.0,Capitonidae,3242201.0,Eubucco,2478968.0,Eubucco bourcierii,2478979.0,LC,,Eubucco bourcierii,,"(Lafresnaye, 1845)",11345,10711.0,9876,rehbar1,Eubucco bourcierii,Eubucco bourcierii,Red-headed Barbet,Red-headed Barbet,species,Species,,Eubucco,Capitonidae,,Eubucco,Capitonidae,Capitonidae (New World Barbets),Piciformes,Piciformes,"(Lafresnaye, 1845)",,,,,"MA, SA : Costa Rica to Ecuador",
46,"Eubucco bourcierii aequatorialis (Salvadori & Festa, 1900)","Eubucco bourcierii aequatorialis (Salvadori & Festa, 1900)",4,SUBSPECIES,ACCEPTED,Piciformes,724.0,Capitonidae,3242201.0,Eubucco,2478968.0,Eubucco bourcierii,2478979.0,,,Eubucco bourcierii aequatorialis,,"(Salvadori & Festa, 1900)",11346,10716.0,9881,rehbar6,Eubucco bourcierii aequatorialis,Eubucco bourcierii aequatorialis,,,subspecies,ssp,Eubucco bourcierii,Eubucco,Capitonidae,Eubucco bourcierii,Eubucco,Capitonidae,Capitonidae (New World Barbets),Piciformes,Piciformes,"(Salvadori & Festa, 1900)",,,,coastal mountains and western Andes of Ecuador,w Ecuador,
47,"Capito squamatus Salvin, 1876","Capito squamatus Salvin, 1876",24,SPECIES,ACCEPTED,Piciformes,724.0,Capitonidae,3242201.0,Capito,2479028.0,Capito squamatus,2479030.0,LC,,Capito squamatus,,"Salvin, 1876",4687,10683.0,9852,orfbar1,Capito squamatus,Capito squamatus,Orange-fronted Barbet,Orange-fronted Barbet,species,Species,,Capito,Capitonidae,,Capito,Capitonidae,Capitonidae (New World Barbets),Piciformes,Piciformes,"Salvin, 1876",,,,far southwestern Colombia (southeastern Nariño) and western Ecuador (south to El Oro),SA : sw Colombia and w Ecuador,
48,"Semnornis ramphastinus (Jardine, 1855)","Semnornis ramphastinus (Jardine, 1855)",981,SPECIES,ACCEPTED,Piciformes,724.0,Semnornithidae,6101214.0,Semnornis,2478862.0,Semnornis ramphastinus,2478863.0,NT,,Semnornis ramphastinus,,"(Jardine, 1855)",27063,10725.0,9892,toubar1,Semnornis ramphastinus,Semnornis ramphastinus,Toucan Barbet,Toucan Barbet,species,Species,,Semnornis,Semnornithidae,,Semnornis,Semnornithidae,Semnornithidae (Toucan-Barbets),Piciformes,Piciformes,"(Jardine, 1855)",,,,,SA : w Colombia to w Ecuador,
49,Semnornis ramphastinus ramphastinus,Semnornis ramphastinus ramphastinus,6,SUBSPECIES,ACCEPTED,Piciformes,724.0,Semnornithidae,6101214.0,Semnornis,2478862.0,Semnornis ramphastinus,2478863.0,,,Semnornis ramphastinus ramphastinus,,,27065,10727.0,9894,toubar3,Semnornis ramphastinus ramphastinus,Semnornis ramphastinus ramphastinus,,,subspecies,ssp,Semnornis ramphastinus,Semnornis,Semnornithidae,Semnornis ramphastinus,Semnornis,Semnornithidae,Semnornithidae (Toucan-Barbets),Piciformes,Piciformes,"(Jardine, 1855)",,,,Andes of northwestern and west-central Ecuador,nw and wc Ecuador,
50,"Nothocercus julius (Bonaparte, 1854)","Nothocercus julius (Bonaparte, 1854)",10,SPECIES,ACCEPTED,Tinamiformes,726.0,Tinamidae,9353.0,Nothocercus,2477468.0,Nothocercus julius,2477472.0,LC,,Nothocercus julius,,"(Bonaparte, 1854)",19677,41.0,87,tabtin1,Nothocercus julius,Nothocercus julius,Tawny-breasted Tinamou,Tawny-breasted Tinamou,species,Species,,Nothocercus,Tinamidae,,Nothocercus,Tinamidae,Tinamidae (Tinamous),Tinamiformes,Tinamiformes,"(Bonaparte, 1854)",,,,Andes of central Colombia and far western Venezuela; also south-central Peru,SA : c Colombia and w Venezuela to sc Peru,
51,"Crypturellus soui (Hermann, 1783)","Crypturellus soui (Hermann, 1783)",64,SPECIES,ACCEPTED,Tinamiformes,726.0,Tinamidae,9353.0,Crypturellus,2477492.0,Crypturellus soui,2477507.0,LC,,Crypturellus soui,,"(Hermann, 1783)",8580,78.0,94,littin1,Crypturellus soui,Crypturellus soui,Little Tinamou,Little Tinamou,species,Species,,Crypturellus,Tinamidae,,Crypturellus,Tinamidae,Tinamidae (Tinamous),Tinamiformes,Tinamiformes,"(Hermann, 1783)",,,,,"MA, SA : s Mexico to e Brazil",
52,"Cyanolyca pulchra (Lawrence, 1876)","Cyanolyca pulchra (Lawrence, 1876)",21,SPECIES,ACCEPTED,Passeriformes,729.0,Corvidae,5235.0,Cyanolyca,2482541.0,Cyanolyca pulchra,2482546.0,NT,,Cyanolyca pulchra,,"(Lawrence, 1876)",8958,20976.0,20045,beajay1,Cyanolyca pulchra,Cyanolyca pulchra,Beautiful Jay,Beautiful Jay,species,Species,,Cyanolyca,Corvidae,,Cyanolyca,Corvidae,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,Passeriformes,"(Lawrence, 1876)",,,,western Andes of southwestern Colombia and northwestern Ecuador (south to Pichincha),"SA : Colombia, Ecuador and n Peru",
53,"Cyanolyca turcosa (Bonaparte, 1853)","Cyanolyca turcosa (Bonaparte, 1853)",85,SPECIES,ACCEPTED,Passeriformes,729.0,Corvidae,5235.0,Cyanolyca,2482541.0,Cyanolyca turcosa,2482549.0,LC,,Cyanolyca turcosa,,"(Bonaparte, 1853)",8960,20982.0,20044,turjay1,Cyanolyca turcosa,Cyanolyca turcosa,Turquoise Jay,Turquoise Jay,species,Species,,Cyanolyca,Corvidae,,Cyanolyca,Corvidae,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,Passeriformes,"(Bonaparte, 1853)",,,,Andes of southeastern Colombia to northern Peru (northern Piura and northwestern Cajamarca),SA : s Colombia to n Peru,
54,"Cyanolyca viridicyanus (Orbigny & Lafresnaye, 1838)","Cyanolyca viridicyanus (Orbigny & Lafresnaye, 1838)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Corvidae,5235.0,Cyanolyca,2482541.0,Cyanolyca viridicyanus,7342105.0,NT,,Cyanolyca viridicyanus,,"(Orbigny & Lafresnaye, 1838)",8961,20983.0,20040,whcjay2,Cyanolyca viridicyanus,Cyanolyca viridicyanus,White-collared Jay,White-collared Jay,species,Species,,Cyanolyca,Corvidae,,Cyanolyca,Corvidae,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,Passeriformes,"(d'Orbigny & Lafresnaye, 1838)",,,,,SA : Peru and Bolivia,
55,"Snowornis cryptolophus (P.L.Sclater & Salvin, 1877)","Snowornis cryptolophus (P.L.Sclater & Salvin, 1877)",54,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Snowornis,2486235.0,Snowornis cryptolophus,2486238.0,LC,,Snowornis cryptolophus,,"(P.L.Sclater & Salvin, 1877)",27594,15743.0,16179,olipih2,Snowornis cryptolophus,Snowornis cryptolophus,Olivaceous Piha,Olivaceous Piha,species,Species,,Snowornis,Cotingidae,,Snowornis,Cotingidae,Cotingidae (Cotingas),Passeriformes,Passeriformes,"(Sclater, PL & Salvin, 1877)",,,,,SA : Colombia to Peru,
56,"Querula purpurata (Statius Muller, 1776)","Querula purpurata (Statius Muller, 1776)",11,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Querula,2486252.0,Querula purpurata,2486253.0,LC,,Querula purpurata,,"(Statius Muller, 1776)",25752,15747.0,16217,putfru1,Querula purpurata,Querula purpurata,Purple-throated Fruitcrow,Purple-throated Fruitcrow,species,Species,,Querula,Cotingidae,,Querula,Cotingidae,Cotingidae (Cotingas),Passeriformes,Passeriformes,"(Müller, PLS, 1776)",,,,"tropical Costa Rica to northern Bolivia, the Guianas, and Amazonian Brazil","MA, SA : s Nicaragua through Amazonia",
57,"Pachyramphus cinnamomeus Lawrence, 1861","Pachyramphus cinnamomeus Lawrence, 1861",3994,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus cinnamomeus,5230338.0,LC,,Pachyramphus cinnamomeus,,"Lawrence, 1861",20853,15874.0,16567,cinbec1,Pachyramphus cinnamomeus,Pachyramphus cinnamomeus,Cinnamon Becard,Cinnamon Becard,species,Species,,Pachyramphus,Tityridae,,Pachyramphus,Tityridae,Tityridae (Tityras and Allies),Passeriformes,Passeriformes,"Lawrence, 1861",,,,,"MA, SA : se Mexico to w Ecuador",
58,Pachyramphus cinnamomeus cinnamomeus,Pachyramphus cinnamomeus cinnamomeus,2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus cinnamomeus,5230338.0,,,Pachyramphus cinnamomeus cinnamomeus,,,20855,15876.0,16569,cinbec6,Pachyramphus cinnamomeus cinnamomeus,Pachyramphus cinnamomeus cinnamomeus,,,subspecies,ssp,Pachyramphus cinnamomeus,Pachyramphus,Tityridae,Pachyramphus cinnamomeus,Pachyramphus,Tityridae,Tityridae (Tityras and Allies),Passeriformes,Passeriformes,"Lawrence, 1861",,,,tropical eastern Panama to Colombia and Ecuador (southward to El Oro),"e Panama, w Colombia and w Ecuador",
59,"Pachyramphus versicolor (Hartlaub, 1843)","Pachyramphus versicolor (Hartlaub, 1843)",75,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus versicolor,5230348.0,LC,,Pachyramphus versicolor,,"(Hartlaub, 1843)",20891,15866.0,16553,barbec1,Pachyramphus versicolor,Pachyramphus versicolor,Barred Becard,Barred Becard,species,Species,,Pachyramphus,Tityridae,,Pachyramphus,Tityridae,Tityridae (Tityras and Allies),Passeriformes,Passeriformes,"(Hartlaub, 1843)",,,,,"MA, SA : Costa Rica to nw Bolivia",
60,Pachyramphus versicolor versicolor,Pachyramphus versicolor versicolor,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus versicolor,5230348.0,,,Pachyramphus versicolor versicolor,,,20894,15869.0,16555,barbec4,Pachyramphus versicolor versicolor,Pachyramphus versicolor versicolor,,,subspecies,ssp,Pachyramphus versicolor,Pachyramphus,Tityridae,Pachyramphus versicolor,Pachyramphus,Tityridae,Tityridae (Tityras and Allies),Passeriformes,Passeriformes,"(Hartlaub, 1843)",,,,eastern and central Andes of Colombia to western Venezuela and Ecuador,Colombia and w Venezuela to se Ecuador,
61,"Pachyramphus albogriseus P.L.Sclater, 1857","Pachyramphus albogriseus P.L.Sclater, 1857",5,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus albogriseus,5230352.0,LC,,Pachyramphus albogriseus,,"P.L.Sclater, 1857",20844,15894.0,16585,bawbec7,Pachyramphus albogriseus,Pachyramphus albogriseus,Black-and-white Becard,Black-and-white Becard,species,Species,,Pachyramphus,Tityridae,,Pachyramphus,Tityridae,Tityridae (Tityras and Allies),Passeriformes,Passeriformes,"Sclater, PL, 1857",,,,,"MA, SA : Montane forest in Costa Rica and w Panama then discontinually to n, ne Colombia and nw Venezuela (Santa Marta Mts. and Perijá Mts.) to n Venezuela and along e slope of Andes from e Colombia to s Peru",
62,"Pachyramphus homochrous P.L.Sclater, 1859","Pachyramphus homochrous P.L.Sclater, 1859",1301,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus homochrous,5230358.0,LC,,Pachyramphus homochrous,,"P.L.Sclater, 1859",20858,15920.0,16595,oncbec1,Pachyramphus homochrous,Pachyramphus homochrous,One-colored Becard,One-colored Becard,species,Species,,Pachyramphus,Tityridae,,Pachyramphus,Tityridae,Tityridae (Tityras and Allies),Passeriformes,Passeriformes,"Sclater, PL, 1859",,,,,"MA, SA : Panama to n Venezuela and nw Peru",
63,Pachyramphus homochrous homochrous,Pachyramphus homochrous homochrous,2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus homochrous,5230358.0,,,Pachyramphus homochrous homochrous,,,20860,15922.0,16596,oncbec3,Pachyramphus homochrous homochrous,Pachyramphus homochrous homochrous,,,subspecies,ssp,Pachyramphus homochrous,Pachyramphus,Tityridae,Pachyramphus homochrous,Pachyramphus,Tityridae,Tityridae (Tityras and Allies),Passeriformes,Passeriformes,"Sclater, PL, 1859",,,,tropical central Panama to northwestern Peru (Tumbes and Piura),c Panama to nw Peru,
64,"Pachyramphus polychopterus (Vieillot, 1818)","Pachyramphus polychopterus (Vieillot, 1818)",583,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus polychopterus,5230363.0,LC,,Pachyramphus polychopterus,,"(Vieillot, 1818)",20873,15885.0,16573,whwbec1,Pachyramphus polychopterus,Pachyramphus polychopterus,White-winged Becard,White-winged Becard,species,Species,,Pachyramphus,Tityridae,,Pachyramphus,Tityridae,Tityridae (Tityras and Allies),Passeriformes,Passeriformes,"(Vieillot, 1818)",,,,,"MA, SA : Guatemala to Uruguay",
65,"Pachyramphus polychopterus dorsalis P.L.Sclater, 1862","Pachyramphus polychopterus dorsalis P.L.Sclater, 1862",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus polychopterus,5230363.0,,,Pachyramphus polychopterus dorsalis,,"P.L.Sclater, 1862",20875,15888.0,16576,whwbec4,Pachyramphus polychopterus dorsalis,Pachyramphus polychopterus dorsalis,,,subspecies,ssp,Pachyramphus polychopterus,Pachyramphus,Tityridae,Pachyramphus polychopterus,Pachyramphus,Tityridae,Tityridae (Tityras and Allies),Passeriformes,Passeriformes,"Sclater, PL, 1862",,,,"western and central Colombia (west slope of Andes in southern Nariño, and upper Cauca and Magdalena Valleys) and northwestern Ecuador (southward to northern Pichincha)",w Colombia and nw Ecuador,
66,"Pachyramphus salvini Richmond, 1899","Pachyramphus salvini Richmond, 1899",684,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus salvini,8120211.0,NE,,Pachyramphus salvini,,"Richmond, 1899",20885,15897.0,16572,bawbec6,Pachyramphus salvini,Pachyramphus salvini,Cryptic Becard,Cryptic Becard,species,Species,,Pachyramphus,Tityridae,,Pachyramphus,Tityridae,Tityridae (Tityras and Allies),Passeriformes,Passeriformes,"Richmond, 1899",,,,"west slope of Andes of Colombia, Ecuador, and Peru, and Río Marañón drainage; also east slope of Andes from Ecuador to central Peru, perhaps only seasonally",SA : Lowlands in w Colombia and w Ecuador s to nw Peru and Rio Maranon drainage,Partially to e slope of Andes from se Colombia and ne Ecuador to c Peru
67,"Ampelioides tschudii (G.R.Gray, 1846)","Ampelioides tschudii (G.R.Gray, 1846)",790,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Ampelioides,2486327.0,Ampelioides tschudii,2486328.0,LC,,Ampelioides tschudii,,"(G.R.Gray, 1846)",1369,15718.0,16144,scafru1,Ampelioides tschudii,Ampelioides tschudii,Scaled Fruiteater,Scaled Fruiteater,species,Species,,Ampelioides,Cotingidae,,Ampelioides,Cotingidae,Cotingidae (Cotingas),Passeriformes,Passeriformes,"(Gray, GR, 1846)",,,,Andes of Colombia and western Venezuela to western Bolivia (La Paz),SA : w Venezuela to Bolivia,
68,"Rupicola peruvianus (Latham, 1790)","Rupicola peruvianus (Latham, 1790)",2019,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Rupicola,2486333.0,Rupicola peruvianus,5230374.0,LC,,Rupicola peruvianus,,"(Latham, 1790)",26483,15737.0,16186,andcot1,Rupicola peruvianus,Rupicola peruvianus,Andean Cock-of-the-rock,Andean Cock-of-the-rock,species,Species,,Rupicola,Cotingidae,,Rupicola,Cotingidae,Cotingidae (Cotingas),Passeriformes,Passeriformes,"(Latham, 1790)",,,,,SA : w Venezuela to Bolivia,
69,"Rupicola peruvianus sanguinolentus Gould, 1859","Rupicola peruvianus sanguinolentus Gould, 1859",11,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Rupicola,2486333.0,Rupicola peruvianus,5230374.0,,,Rupicola peruvianus sanguinolentus,,"Gould, 1859",26486,15738.0,16187,andcot2,Rupicola peruvianus sanguinolentus,Rupicola peruvianus sanguinolentus,,,subspecies,ssp,Rupicola peruvianus,Rupicola,Cotingidae,Rupicola peruvianus,Rupicola,Cotingidae,Cotingidae (Cotingas),Passeriformes,Passeriformes,"Gould, 1859",,,,Andes of western Colombia and northwestern Ecuador,w Colombia and w Ecuador,
70,"Pipreola jucunda P.L.Sclater, 1860","Pipreola jucunda P.L.Sclater, 1860",43,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pipreola,2486358.0,Pipreola jucunda,2486363.0,LC,,Pipreola jucunda,,"P.L.Sclater, 1860",23079,15703.0,16158,orbfru1,Pipreola jucunda,Pipreola jucunda,Orange-breasted Fruiteater,Orange-breasted Fruiteater,species,Species,,Pipreola,Cotingidae,,Pipreola,Cotingidae,Cotingidae (Cotingas),Passeriformes,Passeriformes,"Sclater, PL, 1860",,,,west slope of western Andes of Colombia and western Ecuador,"SA : Colombia, Ecuador",
71,"Pipreola arcuata (Lafresnaye, 1843)","Pipreola arcuata (Lafresnaye, 1843)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pipreola,2486358.0,Pipreola arcuata,2486368.0,LC,,Pipreola arcuata,,"(Lafresnaye, 1843)",23061,15696.0,16164,barfru1,Pipreola arcuata,Pipreola arcuata,Barred Fruiteater,Barred Fruiteater,species,Species,,Pipreola,Cotingidae,,Pipreola,Cotingidae,Cotingidae (Cotingas),Passeriformes,Passeriformes,"(Lafresnaye, 1843)",,,,,SA : w Venezuela to Bolivia,
72,Pipreola arcuata arcuata,Pipreola arcuata arcuata,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pipreola,2486358.0,Pipreola arcuata,2486368.0,,,Pipreola arcuata arcuata,,,23062,15697.0,16165,barfru2,Pipreola arcuata arcuata,Pipreola arcuata arcuata,,,subspecies,ssp,Pipreola arcuata,Pipreola,Cotingidae,Pipreola arcuata,Pipreola,Cotingidae,Cotingidae (Cotingas),Passeriformes,Passeriformes,"(Lafresnaye, 1843)",,,,"Andes of Colombia, western Venezuela, Ecuador, northern Peru, and western Bolivia",n Colombia and nw Venezuela to n Peru,
73,"Pipreola riefferii (Boissonneau, 1840)","Pipreola riefferii (Boissonneau, 1840)",48,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pipreola,2486358.0,Pipreola riefferii,2486371.0,LC,,Pipreola riefferii,,"(Boissonneau, 1840)",23082,15686.0,16170,gabfru1,Pipreola riefferii,Pipreola riefferii,Green-and-black Fruiteater,Green-and-black Fruiteater,species,Species,,Pipreola,Cotingidae,,Pipreola,Cotingidae,Cotingidae (Cotingas),Passeriformes,Passeriformes,"(Boissonneau, 1840)",,,,,SA : n Venezuela to n Peru,
74,"Pipreola riefferii occidentalis (Chapman, 1914)","Pipreola riefferii occidentalis (Chapman, 1914)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pipreola,2486358.0,Pipreola riefferii,2486371.0,,,Pipreola riefferii occidentalis,,"(Chapman, 1914)",23086,15688.0,16171,gabfru5,Pipreola riefferii occidentalis,Pipreola riefferii occidentalis,,,subspecies,ssp,Pipreola riefferii,Pipreola,Cotingidae,Pipreola riefferii,Pipreola,Cotingidae,Cotingidae (Cotingas),Passeriformes,Passeriformes,"(Chapman, 1914)",,,,Andes of southwestern Colombia and western Ecuador,w Colombia and w Ecuador,
75,"Ampelion rubrocristatus (Orbigny & Lafresnaye, 1837)","Ampelion rubrocristatus (Orbigny & Lafresnaye, 1837)",16,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Ampelion,2486416.0,Ampelion rubrocristatus,2486420.0,LC,,Ampelion rubrocristatus,,"(Orbigny & Lafresnaye, 1837)",1370,15730.0,16210,reccot1,Ampelion rubrocristatus,Ampelion rubrocristatus,Red-crested Cotinga,Red-crested Cotinga,species,Species,,Ampelion,Cotingidae,,Ampelion,Cotingidae,Cotingidae (Cotingas),Passeriformes,Passeriformes,"(d'Orbigny & Lafresnaye, 1837)",,,,Andes of Colombia to western Venezuela and western Bolivia,SA : w Venezuela to Bolivia,
76,"Schiffornis veraepacis (P.L.Sclater & Salvin, 1860)","Schiffornis turdina veraepacis (P.L.Sclater & Salvin, 1860)",33,SPECIES,SYNONYM,Passeriformes,729.0,Cotingidae,5236.0,Schiffornis,2486445.0,Schiffornis turdina,2486447.0,LC,Schiffornis veraepacis,Schiffornis turdina veraepacis,"(P.L.Sclater & Salvin, 1860)","(P.L.Sclater & Salvin, 1860)",26801,15821.0,16508,thlsch2,Schiffornis veraepacis,Schiffornis veraepacis,Northern Schiffornis,Northern Schiffornis,species,Species,,Schiffornis,Tityridae,,Schiffornis,Tityridae,Tityridae (Tityras and Allies),Passeriformes,Passeriformes,"(Sclater, PL & Salvin, 1860)",,,,,"MA, SA : se Mexico to w Colombia and Ecuador",
77,"Tityra semifasciata (Spix, 1825)","Tityra semifasciata (Spix, 1825)",1307,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Tityra,2486465.0,Tityra semifasciata,2486467.0,LC,,Tityra semifasciata,,"(Spix, 1825)",30022,15806.0,16493,mastit1,Tityra semifasciata,Tityra semifasciata,Masked Tityra,Masked Tityra,species,Species,,Tityra,Tityridae,,Tityra,Tityridae,Tityridae (Tityras and Allies),Passeriformes,Passeriformes,"(Spix, 1825)",,,,,"MA, SA : Mexico to ne Argentina",
78,"Tityra semifasciata nigriceps Allen, 1888","Tityra semifasciata nigriceps Allen, 1888",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Tityra,2486465.0,Tityra semifasciata,2486467.0,,,Tityra semifasciata nigriceps,,"Allen, 1888",30029,15813.0,16500,mastit8,Tityra semifasciata nigriceps,Tityra semifasciata nigriceps,,,subspecies,ssp,Tityra semifasciata,Tityra,Tityridae,Tityra semifasciata,Tityra,Tityridae,Tityridae (Tityras and Allies),Passeriformes,Passeriformes,"Allen, JA, 1888",,,,tropical southwestern Colombia (Nariño) and northwestern Ecuador,sw Colombia and w Ecuador,
