scientificName,IUCN_Species_Code,IUCN_common_name,altcommonNames,Synonym,eBird_Species_Code,eBird_common_name,IOC_common_name
Stachyris poliocephala,22716258,Grey-headed Babbler,,,gyhbab1,Gray-headed Babbler,Grey-headed Babbler
Stachyris roberti,22734558,Chevron-breasted Babbler,,Sphenocichla roberti,chbbab1,Cachar Wedge-billed Babbler,Cachar Wedge-billed Babbler
Stachyris strialata,22716265,Spot-necked Babbler,,,spnbab1,Spot-necked Babbler,Spot-necked Babbler
Stachyris thoracica,22716274,White-bibbed Babbler,,,whbbab1,White-bibbed Babbler,White-bibbed Babbler
Stactolaema anchietae,22681724,Anchieta's Barbet,,,ancbar1,Anchieta's Barbet,Anchieta's Barbet
Stactolaema leucogrammica,22726061,White-lined Barbet,,,,,
Stactolaema leucotis,22726050,White-eared Barbet,,,whebar1,White-eared Barbet,White-eared Barbet
Stactolaema whytii,22681728,Whyte's Barbet,,,whybar1,Whyte's Barbet,Whyte's Barbet
Stagonopleura bella,22719654,Beautiful Firetail,,,beafir1,Beautiful Firetail,Beautiful Firetail
Stagonopleura guttata,22719660,Diamond Firetail,,,diafir1,Diamond Firetail,Diamond Firetail
Stagonopleura oculata,22719657,Red-eared Firetail,,,reefir1,Red-eared Firetail,Red-eared Firetail
Staphida castaniceps,22735197,Striated Yuhina,,"Yuhina castaniceps, Ixulus castaniceps",stryuh1,Striated Yuhina,Striated Yuhina
Staphida everetti,22716725,Chestnut-crested Yuhina,,"Yuhina everetti, Staphidia everetti",chcyuh1,Chestnut-crested Yuhina,Chestnut-crested Yuhina
Staphida torqueola,22734618,Indochinese Yuhina,,"Yuhina torqueola, Siva torqueola",indyuh1,Indochinese Yuhina,Indochinese Yuhina
Starnoenas cyanocephala,22690970,Blue-headed Quail-dove,Blue-headed Quail-Dove,,bhqdov1,Blue-headed Quail-Dove,Blue-headed Quail-Dove
Steatornis caripensis,22689633,Oilbird,,,oilbir1,Oilbird,Oilbird
Steganopus tricolor,22693472,Wilson's Phalarope,,"Phalaropus tricolor tricolor, Phalaropus tricolor",wilpha,Wilson's Phalarope,Wilson's Phalarope
Stelgidillas gracilirostris,22712791,Slender-billed Greenbul,,Andropadus gracilirostris,slbgre1,Slender-billed Greenbul,Slender-billed Greenbul
Stelgidopteryx ridgwayi,22712157,Yucatan Rough-winged Swallow,Ridgway's Rough-winged Swallow,,,,
Stelgidopteryx ruficollis,22712162,Southern Rough-winged Swallow,,,srwswa1,Southern Rough-winged Swallow,Southern Rough-winged Swallow
Stelgidopteryx serripennis,22712152,Northern Rough-winged Swallow,,,nrwswa,Northern Rough-winged Swallow,Northern Rough-winged Swallow
Stenostira scita,22714939,Fairy Flycatcher,Fairy Warbler,,faifly1,Fairy Flycatcher,Fairy Flycatcher
Stephanoaetus coronatus,22696201,Crowned Eagle,Crowned Hawk-Eagle,,crheag1,Crowned Eagle,Crowned Eagle
Stephanophorus diadematus,22722656,Diademed Tanager,,,diatan1,Diademed Tanager,Diademed Tanager
Stephanoxis lalandi,22725751,Green-crowned Plovercrest,"Black-breasted Plovercrest, Plovercrest",,plover3,Green-crowned Plovercrest,Green-crowned Plovercrest
Stephanoxis loddigesii,22725761,Violet-crowned Plovercrest,,,plover4,Purple-crowned Plovercrest,Purple-crowned Plovercrest
Stercorarius longicaudus,22694251,Long-tailed Jaeger,Long-tailed Skua,,lotjae,Long-tailed Jaeger,Long-tailed Jaeger
Stercorarius parasiticus,22694245,Arctic Jaeger,Arctic Skua,,parjae,Parasitic Jaeger,Parasitic Jaeger
Stercorarius pomarinus,22694240,Pomarine Jaeger,Pomarine Skua,,pomjae,Pomarine Jaeger,Pomarine Jaeger
Sterna acuticauda,22694711,Black-bellied Tern,,,blbter1,Black-bellied Tern,Black-bellied Tern
Sterna aurantia,22694537,River Tern,Indian River Tern,,rivter1,River Tern,River Tern
Sterna dougallii,22694601,Roseate Tern,,,roster,Roseate Tern,Roseate Tern
Sterna forsteri,22694646,Forster's Tern,,,forter,Forster's Tern,Forster's Tern
Sterna hirundinacea,22694618,South American Tern,,,soater1,South American Tern,South American Tern
Sterna hirundo,22694623,Common Tern,,,comter,Common Tern,Common Tern
Sterna paradisaea,22694629,Arctic Tern,,,arcter,Arctic Tern,Arctic Tern
Sterna repressa,22694705,White-cheeked Tern,,,whcter1,White-cheeked Tern,White-cheeked Tern
Sterna striata,22694607,White-fronted Tern,,,whfter1,White-fronted Tern,White-fronted Tern
Sterna sumatrana,22694612,Black-naped Tern,,,blnter1,Black-naped Tern,Black-naped Tern
Sterna trudeaui,22694651,Snowy-crowned Tern,,,truter,Snowy-crowned Tern,Snowy-crowned Tern
Sterna virgata,22694641,Kerguelen Tern,,,kerter1,Kerguelen Tern,Kerguelen Tern
Sterna vittata,22694635,Antarctic Tern,,,antter1,Antarctic Tern,Antarctic Tern
Sternoclyta cyanopectus,22687753,Violet-chested Hummingbird,,,vichum2,Violet-chested Hummingbird,Violet-chested Hummingbird
Sternula albifrons,22694656,Little Tern,,"Sternula albifrons, Sterna albifrons",litter1,Little Tern,Little Tern
Sternula antillarum,22694673,Least Tern,,"Sternula antillarum, Sterna antillarum",leater1,Least Tern,Least Tern
Sternula balaenarum,22694699,Damara Tern,,Sterna balaenarum,damter2,Damara Tern,Damara Tern
Sternula lorata,22694685,Peruvian Tern,,Sterna lorata,perter2,Peruvian Tern,Peruvian Tern
Sternula nereis,22694691,Fairy Tern,,"Sterna nereis, Sternula nereis",faiter2,Australian Fairy Tern,Fairy Tern
Sternula saundersi,22694666,Saunders's Tern,Saunders' Little Tern,Sterna saundersi,sauter2,Saunders's Tern,Saunders's Tern
Sternula superciliaris,22694679,Yellow-billed Tern,,"Sternula superciliaris, Sterna superciliaris",yebter2,Yellow-billed Tern,Yellow-billed Tern
Sterrhoptilus capitalis,22716207,Rusty-crowned Babbler,,Stachyris capitalis,rucbab3,Rusty-crowned Babbler,Rusty-crowned Babbler
Sterrhoptilus dennistouni,22716201,Golden-crowned Babbler,,Stachyris dennistouni,gocbab1,Golden-crowned Babbler,Golden-crowned Babbler
Sterrhoptilus nigrocapitatus,22716204,Black-crowned Babbler,,Stachyris nigrocapitata,blcbab3,Black-crowned Babbler,Visayan Babbler
Stictonetta naevosa,22679836,Freckled Duck,,,freduc1,Freckled Duck,Freckled Duck
Stigmatura bahiae,22731687,Bahia Wagtail-tyrant,,,leswat2,Bahia Wagtail-Tyrant,Bahia Wagtail-Tyrant
Stigmatura budytoides,22699365,Greater Wagtail-tyrant,Greater Wagtail-Tyrant,,grwtyr1,Greater Wagtail-Tyrant,Greater Wagtail-Tyrant
Stigmatura napensis,103681041,Lesser Wagtail-tyrant,,,lewtyr1,Lesser Wagtail-Tyrant,Lesser Wagtail-Tyrant
Stiltia isabella,22694157,Australian Pratincole,,,auspra1,Australian Pratincole,Australian Pratincole
Stiphrornis erythrothorax,103763077,Orange-breasted Forest-robin,,,obfrob1,Orange-breasted Forest Robin,Forest Robin
Stiphrornis pyrrholaemus,22735640,Olive-backed Forest-robin,,,forrob6,Olive-backed Forest Robin,
Stiphrornis xanthogaster,103762997,Yellow-breasted Forest-robin,,,,,
Stipiturus malachurus,22703772,Southern Emu-wren,Southern Emuwren,,souemu1,Southern Emuwren,Southern Emu-wren
Stipiturus mallee,22703776,Mallee Emu-wren,Mallee Emuwren,,malemu1,Mallee Emuwren,Mallee Emu-wren
Stipiturus ruficeps,22703768,Rufous-crowned Emu-wren,Rufous-crowned Emuwren,,rucemu1,Rufous-crowned Emuwren,Rufous-crowned Emu-wren
Stizorhina finschi,103879069,Finsch's Flycatcher-thrush,,,fifthr1,Finsch's Flycatcher-Thrush,Finsch's Rufous Thrush
Stizorhina fraseri,103878959,Rufous Flycatcher-thrush,,,rufthr1,Rufous Flycatcher-Thrush,Fraser's Rufous Thrush
Stomiopera flava,22704064,Yellow Honeyeater,,Lichenostomus flavus,yelhon1,Yellow Honeyeater,Yellow Honeyeater
Stomiopera unicolor,22704067,White-gaped Honeyeater,,Lichenostomus unicolor,whghon1,White-gaped Honeyeater,White-gaped Honeyeater
Strepera fuliginosa,22706296,Black Currawong,,,blacur2,Black Currawong,Black Currawong
Strepera graculina,22706293,Pied Currawong,,,piecur1,Pied Currawong,Pied Currawong
Strepera versicolor,22706299,Grey Currawong,,,grycur1,Gray Currawong,Grey Currawong
Streptocitta albertinae,22710981,Bare-eyed Myna,Sula Starling,,baemyn1,Bare-eyed Myna,Bare-eyed Myna
Streptocitta albicollis,103878446,Southern White-necked Myna,,,whnmyn1,White-necked Myna,White-necked Myna
Streptocitta torquata,103878479,Northern White-necked Myna,,,,,
Streptopelia bitorquata,22727521,Sunda Collared-dove,"Island Collared-dove, Island Collared Dove, Island Collared-Dove",,iscdov1,Sunda Collared-Dove,Sunda Collared Dove
Streptopelia capicola,22690488,Ring-necked Dove,Cape Turtle Dove,,rindov,Ring-necked Dove,Ring-necked Dove
Streptopelia decaocto,22727811,Eurasian Collared-dove,Collared Dove,,eucdov,Eurasian Collared-Dove,Eurasian Collared Dove
Streptopelia decipiens,22690477,Mourning Collared-dove,"African Mourning Dove, Mourning Collared Dove, Mourning Collared-Dove",,afmdov1,Mourning Collared-Dove,Mourning Collared Dove
Streptopelia dusumieri,22727533,Philippine Collared-dove,,,phicod1,Philippine Collared-Dove,Philippine Collared Dove
Streptopelia hypopyrrha,22690426,Adamawa Turtle-dove,"Adamawa Turtle Dove, Adamawa Turtle-Dove",,adtdov1,Adamawa Turtle-Dove,Adamawa Turtle Dove
Streptopelia lugens,22690432,Dusky Turtle-dove,"Dusky Turtle Dove, Dusky Turtle-Dove, Pink-breasted Turtle Dove",,dutdov1,Dusky Turtle-Dove,Dusky Turtle Dove
Streptopelia orientalis,22690439,Oriental Turtle-dove,"Oriental Turtle Dove, Oriental Turtle-Dove, Rufous Turtle Dove",,ortdov,Oriental Turtle-Dove,Oriental Turtle Dove
Streptopelia reichenowi,22690529,White-winged Collared-dove,"White-winged Collared Dove, White-winged Collared-Dove, White-winged Dove",,wwcdov1,White-winged Collared-Dove,White-winged Collared Dove
Streptopelia roseogrisea,22690515,African Collared-dove,"African Collared Dove, African Collared-Dove, Barbary Dove, Ringed Turtle-Dove, Rose-grey Dove",Streptopelia risoria risoria,afcdov1,African Collared-Dove,African Collared Dove
Streptopelia semitorquata,22690499,Red-eyed Dove,,,reedov1,Red-eyed Dove,Red-eyed Dove
Streptopelia tranquebarica,22690493,Red Turtle-dove,"Red Collared Dove, Red Collared-Dove, Red Turtle Dove",,recdov1,Red Collared-Dove,Red Collared Dove
Streptopelia turtur,22690419,European Turtle-dove,"European Turtle Dove, European Turtle-Dove, Turtle Dove",,eutdov,European Turtle-Dove,European Turtle Dove
Streptopelia vinacea,22690484,Vinaceous Dove,,,vindov1,Vinaceous Dove,Vinaceous Dove
Streptopelia xanthocycla,22727819,Burmese Collared-dove,,Turtur decaocta,eurcod2,Burmese Collared-Dove,Burmese Collared Dove
Streptoprocne biscutata,22686479,Biscutate Swift,,,bisswi1,Biscutate Swift,Biscutate Swift
Streptoprocne phelpsi,22686434,Tepui Swift,,Cypseloides phelpsi,tepswi1,Tepui Swift,Tepui Swift
Streptoprocne rutila,22686424,Chestnut-collared Swift,,"Cypseloides rutilus, Cypseloides rutilus rutila",chcswi1,Chestnut-collared Swift,Chestnut-collared Swift
Streptoprocne semicollaris,22686482,White-naped Swift,,,whnswi1,White-naped Swift,White-naped Swift
Streptoprocne zonaris,22686476,White-collared Swift,,,whcswi,White-collared Swift,White-collared Swift
Stresemannia bougainvillei,22703937,Bougainville Honeyeater,,,bouhon1,Bougainville Honeyeater,Bougainville Honeyeater
Strigops habroptila,22685245,Kakapo,Owl Parrot,Strigops habroptilus,kakapo2,Kakapo,Kakapo
Strix aluco,22725469,Tawny Owl,,,tawowl1,Tawny Owl,Tawny Owl
Strix butleri,62290760,Omani Owl,,Strix omanensis,omaowl1,Omani Owl,Omani Owl
Strix chacoensis,22733306,Chaco Owl,,,chaowl1,Chaco Owl,Chaco Owl
Strix fulvescens,22689097,Fulvous Owl,,,fulowl1,Fulvous Owl,Fulvous Owl
Strix hadorami,22689083,Desert Tawny Owl,"Hume's Owl, Hume's Tawny Owl, Hume's Wood Owl",,humowl1,Desert Owl,Desert Owl
Strix hylophila,22689100,Rusty-barred Owl,,,rubowl2,Rusty-barred Owl,Rusty-barred Owl
Strix leptogrammica,22689071,Brown Wood-owl,"Brown Wood Owl, Brown Wood-Owl",,brwowl1,Brown Wood-Owl,Brown Wood Owl
Strix nebulosa,22689118,Great Grey Owl,Great Gray Owl,,grgowl,Great Gray Owl,Great Grey Owl
Strix nivicolum,22725477,Himalayan Owl,,,himowl1,Himalayan Owl,Himalayan Owl
Strix occidentalis,22689089,Spotted Owl,,,spoowl,Spotted Owl,Spotted Owl
Strix ocellata,22689066,Mottled Wood-owl,"Mottled Wood Owl, Mottled Wood-Owl",,mowowl1,Mottled Wood-Owl,Mottled Wood Owl
Strix rufipes,22733923,Rufous-legged Owl,,,rulowl1,Rufous-legged Owl,Rufous-legged Owl
Strix seloputo,22689061,Spotted Wood-owl,"Spotted Wood Owl, Spotted Wood-Owl",,spwowl1,Spotted Wood-Owl,Spotted Wood Owl
Strix uralensis,22689108,Ural Owl,,,uraowl1,Ural Owl,Ural Owl
Strix varia,22689094,Barred Owl,,,brdowl,Barred Owl,Barred Owl
Strix woodfordii,22689166,African Wood-owl,"African Wood Owl, African Wood-Owl, Wood Owl",,afwowl1,African Wood-Owl,African Wood Owl
Struthidea cinerea,22705385,Apostlebird,,,apostl1,Apostlebird,Apostlebird
Struthio camelus,45020636,Common Ostrich,,,ostric2,Common Ostrich,Common Ostrich
Struthio molybdophanes,22732795,Somali Ostrich,,,ostric3,Somali Ostrich,Somali Ostrich
Sturnella magna,22735434,Eastern Meadowlark,,,easmea,Eastern Meadowlark,Eastern Meadowlark
Sturnella neglecta,22724256,Western Meadowlark,,,wesmea,Western Meadowlark,Western Meadowlark
Sturnia erythropygia,22710861,White-headed Starling,,Sturnus erythropygius,whhsta2,White-headed Starling,White-headed Starling
Sturnia malabarica,22710858,Chestnut-tailed Starling,,Sturnus malabaricus,chtsta2,Chestnut-tailed Starling,Chestnut-tailed Starling
Sturnia pagodarum,22710864,Brahminy Starling,,Sturnus pagodarum,brasta1,Brahminy Starling,Brahminy Starling
Sturnia sinensis,22710877,White-shouldered Starling,Grey-backed Starling,Sturnus sinensis,whssta2,White-shouldered Starling,White-shouldered Starling
Sturnornis albofrontatus,22710844,White-faced Starling,,"Sturnus senex senex, Sturnus albofrontatus",whfsta2,White-faced Starling,White-faced Starling
Sturnus unicolor,22710893,Spotless Starling,,,sposta1,Spotless Starling,Spotless Starling
Sturnus vulgaris,22710886,Common Starling,"European Starling, Starling",,eursta,European Starling,Common Starling
Sublegatus arenarum,22699200,Northern Scrub-flycatcher,"Northern Scrub Flycatcher, Northern Scrub-Flycatcher",,nosfly1,Northern Scrub-Flycatcher,Northern Scrub Flycatcher
Sublegatus modestus,22699211,Southern Scrub-flycatcher,"Southern Scrub Flycatcher, Southern Scrub-Flycatcher",,sosfly1,Southern Scrub-Flycatcher,Southern Scrub Flycatcher
Sublegatus obscurior,22699205,Amazonian Scrub-flycatcher,"Amazonian Scrub Flycatcher, Todd's Scrub-flycatcher, Todd's Scrub-Flycatcher",,amsfly1,Amazonian Scrub-Flycatcher,Amazonian Scrub Flycatcher
Sugomel nigrum,22703919,Black Honeyeater,,"Sugomel niger niger, Certhionyx niger",blahon1,Black Honeyeater,Black Honeyeater
Suiriri suiriri,22734643,Suiriri Flycatcher,Chaco Suiriri,,suifly1,Suiriri Flycatcher,Suiriri Flycatcher
Sula dactylatra,22736173,Masked Booby,,,masboo,Masked Booby,Masked Booby
Sula granti,22728990,Nazca Booby,,,nazboo1,Nazca Booby,Nazca Booby
Sula leucogaster,22696698,Brown Booby,,,brnboo,Brown Booby,Brown Booby
Sula nebouxii,22696683,Blue-footed Booby,,,bfoboo,Blue-footed Booby,Blue-footed Booby
Sula sula,22696694,Red-footed Booby,,,refboo,Red-footed Booby,Red-footed Booby
Sula variegata,22696686,Peruvian Booby,,,perboo1,Peruvian Booby,Peruvian Booby
Surnia ulula,22689189,Northern Hawk-owl,"Hawk Owl, Northern Hawk-Owl",,nohowl,Northern Hawk Owl,Northern Hawk-Owl
Surniculus dicruroides,22736080,Fork-tailed Drongo-cuckoo,,,asidrc2,Fork-tailed Drongo-Cuckoo,Fork-tailed Drongo-Cuckoo
Surniculus lugubris,22728167,Square-tailed Drongo-cuckoo,,,asidrc3,Square-tailed Drongo-Cuckoo,Square-tailed Drongo-Cuckoo
Surniculus musschenbroeki,22736089,Moluccan Drongo-cuckoo,,,asidrc4,Moluccan Drongo-Cuckoo,Moluccan Drongo-Cuckoo
Surniculus velutinus,22736098,Philippine Drongo-cuckoo,,,phidrc1,Philippine Drongo-Cuckoo,Philippine Drongo-Cuckoo
Suthora alphonsiana,22716810,Ashy-throated Parrotbill,,"Paradoxornis alphonsianus, Sinosuthora alphonsiana",astpar1,Ashy-throated Parrotbill,Ashy-throated Parrotbill
Suthora atrosuperciliaris,22716835,Pale-billed Parrotbill,"Black-browed Parrotbill, Lesser Rufous-headed Parrotbill","Paradoxornis atrosuperciliaris, Chleuasicus atrosuperciliaris",blbpar3,Pale-billed Parrotbill,Pale-billed Parrotbill
Suthora brunnea,103886982,Brown-winged Parrotbill,,Sinosuthora brunnea,brwpar2,Brown-winged Parrotbill,Brown-winged Parrotbill
Suthora conspicillata,22716801,Spectacled Parrotbill,,"Paradoxornis conspicillatus, Sinosuthora conspicillata",spepar2,Spectacled Parrotbill,Spectacled Parrotbill
Suthora davidiana,22716832,Short-tailed Parrotbill,,"Paradoxornis davidianus, Neosuthora davidiana",shtpar3,Short-tailed Parrotbill,Short-tailed Parrotbill
Suthora fulvifrons,22716823,Fulvous Parrotbill,,"Paradoxornis fulvifrons, Temnoris fulvifrons",fulpar1,Fulvous Parrotbill,Fulvous Parrotbill
Suthora nipalensis,22716826,Black-throated Parrotbill,,Paradoxornis nipalensis,bltpar1,Black-throated Parrotbill,Black-throated Parrotbill
Suthora przewalskii,22716818,Rusty-throated Parrotbill,"Przevalski's Parrotbill, Przewalski's Parrotbill","Paradoxornis przewalskii, Sinosuthora przewalskii",rutpar2,Rusty-throated Parrotbill,Przevalski's Parrotbill
Suthora ricketti,103887001,Yunnan Parrotbill,,"Sinosuthora ricketti, Paradoxornis webbiana",,,
Suthora verreauxi,22716829,Golden Parrotbill,,Paradoxornis verreauxi,golpar2,Golden Parrotbill,Golden Parrotbill
Suthora webbiana,22716804,Vinous-throated Parrotbill,,"Paradoxornis webbianus, Sinosuthora webbiana",vitpar1,Vinous-throated Parrotbill,Vinous-throated Parrotbill
Suthora zappeyi,22716813,Grey-hooded Parrotbill,"Crested Parrotbill, Dusky Parrotbill","Paradoxornis zappeyi, Sinosuthora zappeyi",gyhpar4,Gray-hooded Parrotbill,Grey-hooded Parrotbill
Swynnertonia swynnertoni,22709616,Swynnerton's Robin,Swynnerton's Forest Robin,,swyrob1,Swynnerton's Robin,Swynnerton's Robin
Sylvia abyssinica,103872581,African Hill-babbler,,,afhbab1,African Hill Babbler,African Hill Babbler
Sylvia atricapilla,22716901,Eurasian Blackcap,Blackcap,,blackc1,Eurasian Blackcap,Eurasian Blackcap
Sylvia atriceps,103872756,Ruwenzori Hill-babbler,,,afhbab3,Rwenzori Hill Babbler,Rwenzori Hill Babbler
Sylvia borin,22716906,Garden Warbler,,,garwar1,Garden Warbler,Garden Warbler
Sylvia dohrni,22709604,Dohrn's Warbler,"Dohrn's Flycatcher, Dohrn's Thrush-Babbler, Principe Thrush-babbler, Príncipe Thrush-babbler",Horizorhinus dohrni,dohthb1,Dohrn's Thrush-Babbler,Dohrn's Warbler
Sylvia galinieri,22716682,Abyssinian Catbird,,Parophasma galinieri,abycat1,Abyssinian Catbird,Abyssinian Catbird
Sylvia nigricapillus,22716650,Bush Blackcap,Blackcap Mountain-Babbler,Lioptilus nigricapillus,busbla1,Bush Blackcap,Bush Blackcap
Sylvietta brachyura,103766614,Northern Crombec,,,norcro1,Northern Crombec,Northern Crombec
Sylvietta chapini,22715107,Lendu Crombec,Chapin's Crombec,,,,
Sylvietta denti,22715103,Lemon-bellied Crombec,,,lebcro1,Lemon-bellied Crombec,Lemon-bellied Crombec
Sylvietta isabellina,22715135,Somali Crombec,Somali Long-billed Crombec,,somcro1,Somali Crombec,Somali Crombec
Sylvietta leucophrys,22715112,White-browed Crombec,,,whbcro2,White-browed Crombec,White-browed Crombec
Sylvietta leucopsis,103766657,Eastern Crombec,,,,,
Sylvietta philippae,22715121,Philippa's Crombec,"Short-billed Crombec, Somali Short-billed Crombec",,shbcro1,Short-billed Crombec,Philippa's Crombec
Sylvietta rufescens,22715140,Long-billed Crombec,Cape Crombec,,capcro1,Cape Crombec,Long-billed Crombec
Sylvietta ruficapilla,22715127,Red-capped Crombec,,,reccro1,Red-capped Crombec,Red-capped Crombec
Sylvietta virens,22715099,Green Crombec,,,grecro1,Green Crombec,Green Crombec
Sylvietta whytii,22715131,Red-faced Crombec,,,refcro1,Red-faced Crombec,Red-faced Crombec
Sylviorthorhynchus desmurii,22702150,Des Murs's Wiretail,,,,,Des Murs's Wiretail
Sylviorthorhynchus yanacensis,22724683,Tawny Tit-spinetail,Tawny Tit-Spinetail,"Synallaxis yanacensis, Leptasthenura yanacensis",tatspi1,Tawny Tit-Spinetail,Tawny Tit-Spinetail
Sylviparus modestus,22711998,Yellow-browed Tit,,,yebtit3,Yellow-browed Tit,Yellow-browed Tit
Syma megarhyncha,22683569,Mountain Kingfisher,,,moukin1,Mountain Kingfisher,Mountain Kingfisher
Syma torotoro,22683566,Yellow-billed Kingfisher,,,yebkin1,Yellow-billed Kingfisher,Yellow-billed Kingfisher
Symposiachrus ateralbus,103714645,Djaul Monarch,,,,,
Symposiachrus axillaris,22707231,Black Monarch,,Monarcha axillaris,blamon1,Fan-tailed Monarch,Black Monarch
Symposiachrus barbatus,103713873,Solomons Pied Monarch,Black-and-white Monarch,,bawmon1,Black-and-white Monarch,Solomons Monarch
Symposiachrus boanensis,22707294,Black-chinned Monarch,,Monarcha boanensis,blcmon1,Black-chinned Monarch,Boano Monarch
Symposiachrus brehmii,22707307,Biak Monarch,,Monarcha brehmii,biamon1,Biak Monarch,Biak Monarch
Symposiachrus browni,22707326,Kolombangara Monarch,Kulambangra Monarch,Monarcha browni,kulmon1,Kolombangara Monarch,Kolombangara Monarch
Symposiachrus everetti,22707288,White-tipped Monarch,,Monarcha everetti,whtmon2,White-tipped Monarch,Tanahjampea Monarch
Symposiachrus guttula,22707267,Spot-winged Monarch,,"Monarcha guttulus, Monarcha guttula",spwmon1,Spot-winged Monarch,Spot-winged Monarch
Symposiachrus infelix,22707310,Manus Monarch,,Monarcha infelix,manmon1,Manus Monarch,Manus Monarch
Symposiachrus julianae,22707300,Kofiau Monarch,Black-backed Monarch,Monarcha julianae,blbmon1,Kofiau Monarch,Kofiau Monarch
Symposiachrus leucurus,22707297,White-tailed Monarch,,Monarcha leucurus,whtmon1,White-tailed Monarch,Kai Monarch
Symposiachrus loricatus,22707291,Black-tipped Monarch,,Monarcha loricatus,bltmon2,Black-tipped Monarch,Buru Monarch
Symposiachrus malaitae,103713884,Malaita Monarch,,,,,
Symposiachrus manadensis,22707304,Hooded Monarch,,Monarcha manadensis,hoomon1,Hooded Monarch,Hooded Monarch
Symposiachrus menckei,22707313,White-breasted Monarch,Mussau Monarch,Monarcha menckei,whbmon1,White-breasted Monarch,Mussau Monarch
Symposiachrus mundus,22707274,Black-bibbed Monarch,,Monarcha mundus,blbmon2,Black-bibbed Monarch,Black-bibbed Monarch
Symposiachrus rubiensis,22707234,Rufous Monarch,,Monarcha rubiensis,rufmon1,Rufous Monarch,Rufous Monarch
Symposiachrus sacerdotum,22707285,Flores Monarch,,Monarcha sacerdotum,flomon1,Flores Monarch,Flores Monarch
Symposiachrus trivirgatus,22707277,Spectacled Monarch,,"Symposiarchus trivirgatus trivirgatus, Monarcha trivirgatus",spemon1,Spectacled Monarch,Spectacled Monarch
Symposiachrus verticalis,103714482,Black-tailed Monarch,,,bltmon1,Black-tailed Monarch,Black-tailed Monarch
Symposiachrus vidua,22707330,White-collared Monarch,,Monarcha viduus,whcmon2,White-collared Monarch,White-collared Monarch
Synallaxis albescens,22702301,Pale-breasted Spinetail,,,pabspi1,Pale-breasted Spinetail,Pale-breasted Spinetail
Synallaxis albigularis,22702311,Dark-breasted Spinetail,,,dabspi1,Dark-breasted Spinetail,Dark-breasted Spinetail
Synallaxis albilora,103675238,White-lored Spinetail,,,whlspi1,White-lored Spinetail,White-lored Spinetail
Synallaxis azarae,22702290,Azara's Spinetail,,,azaspi1,Azara's Spinetail,Azara's Spinetail
Synallaxis beverlyae,22736309,Orinoco Spinetail,"Rio Orinoco Spinetail, Río Orinoco Spinetail",,riospi1,Rio Orinoco Spinetail,Rio Orinoco Spinetail
Synallaxis brachyura,22702308,Slaty Spinetail,,,slaspi1,Slaty Spinetail,Slaty Spinetail
Synallaxis cabanisi,22702328,Cabanis's Spinetail,,,cabspi1,Cabanis's Spinetail,Cabanis's Spinetail
Synallaxis candei,22702387,White-whiskered Spinetail,,Poecilurus candei candei,whwspi1,White-whiskered Spinetail,White-whiskered Spinetail
Synallaxis castanea,22702369,Black-throated Spinetail,,,bltspi1,Black-throated Spinetail,Black-throated Spinetail
Synallaxis cherriei,22702363,Chestnut-throated Spinetail,,,chtspi1,Chestnut-throated Spinetail,Chestnut-throated Spinetail
Synallaxis chinchipensis,103675711,Chinchipe Spinetail,,,necspi3,Chinchipe Spinetail,Chinchipe Spinetail
Synallaxis cinerascens,22702337,Grey-bellied Spinetail,Gray-bellied Spinetail,,gybspi1,Gray-bellied Spinetail,Grey-bellied Spinetail
Synallaxis cinerea,22724488,Bahia Spinetail,,Synallaxis whitneyi,bahspi1,Bahia Spinetail,Bahia Spinetail
Synallaxis cinnamomea,22702381,Stripe-breasted Spinetail,,,stbspi1,Stripe-breasted Spinetail,Stripe-breasted Spinetail
Synallaxis courseni,22702295,Apurimac Spinetail,Apurímac Spinetail,,apuspi1,Apurimac Spinetail,Apurimac Spinetail
Synallaxis erythrothorax,22702378,Rufous-breasted Spinetail,,,rubspi2,Rufous-breasted Spinetail,Rufous-breasted Spinetail
Synallaxis frontalis,22702287,Sooty-fronted Spinetail,,,sofspi1,Sooty-fronted Spinetail,Sooty-fronted Spinetail
Synallaxis fuscorufa,22702372,Rusty-headed Spinetail,,,ruhspi1,Rusty-headed Spinetail,Rusty-headed Spinetail
Synallaxis gujanensis,22702354,Plain-crowned Spinetail,,,plcspi1,Plain-crowned Spinetail,Plain-crowned Spinetail
Synallaxis hellmayri,22702344,Red-shouldered Spinetail,,"Synallaxis hellmayri, Gyalophylax hellmayri",resspi2,Red-shouldered Spinetail,Red-shouldered Spinetail
Synallaxis hypochondriaca,22702597,Great Spinetail,,"Siptornopsis hypochondriacus, Siptornopsis hypochondriaca",grespi2,Great Spinetail,Great Spinetail
Synallaxis hypospodia,22702314,Cinereous-breasted Spinetail,,,cibspi1,Cinereous-breasted Spinetail,Cinereous-breasted Spinetail
Synallaxis infuscata,22702317,Pinto's Spinetail,Pernambuco Spinetail,,pinspi1,Pinto's Spinetail,Pinto's Spinetail
Synallaxis kollari,22702393,Hoary-throated Spinetail,,Poecilurus kollari,hotspi1,Hoary-throated Spinetail,Hoary-throated Spinetail
Synallaxis macconnelli,22702324,McConnell's Spinetail,MacConnell's Spinetail,,mccspi1,McConnell's Spinetail,McConnell's Spinetail
