scientificName,IUCN_Species_Code,IUCN_common_name,altcommonNames,Synonym
Amandava amandava,22719614,Red Avadavat,,
Amandava formosa,22719618,Green Avadavat,,Estrilda formosa
Amandava subflava,22719624,Zebra Waxbill,Orange-breasted Waxbill,
Amaurocichla bocagii,22715170,Sao Tome Short-tail,"Bocage's Longbill, São Tomé Short-tail","Amaurocichla bocagii bocagii, Amaurocichla bocagei"
Amaurolimnas concolor,22692601,Uniform Crake,,
Amaurornis cinerea,22692723,White-browed Crake,,"Amaurornis cinerea, Porzana cinerea"
Amaurornis isabellina,22692624,Isabelline Bush-hen,,Amaurornis isabellinus
Amaurornis magnirostris,22732147,Talaud Bush-hen,,
Amaurornis marginalis,22692729,Striped Crake,,"Aenigmatolimnas marginalis, Porzana marginalis"
Amaurornis moluccana,22692632,Pale-vented Bush-hen,,Amaurornis moluccanus
Amaurornis olivacea,22692616,Philippine Bush-hen,Plain Bush-hen,Amaurornis olivaceus
Amaurornis phoenicurus,22692640,White-breasted Waterhen,,
Amaurospiza moesta,105965570,Blue Seedeater,Blackish-blue Seedeater,"Amaurospiza carrizalensis , Amaurospiza concolor "
Amaurospiza relicta,22723554,Slate-blue Seedeater,,
Amazilia alfaroana,119194112,Guanacaste Hummingbird,,Amazilia cyanifrons
Amazilia boucardi,22687562,Mangrove Hummingbird,,
Amazilia cyanifrons,119194033,Indigo-capped Hummingbird,,
Amazilia franciae,22687566,Andean Emerald,,Agyrtria franciae
Amazilia luciae,22687529,Honduran Emerald,,
Amazilia rutila,22687603,Cinnamon Hummingbird,,
Amazilia tzacatl,22730168,Rufous-tailed Hummingbird,,
Amazilia yucatanensis,22687606,Buff-bellied Hummingbird,,
Amazilis amazilia,22687618,Amazilia Hummingbird,,Amazilia amazilia
Amazona aestiva,22686332,Turquoise-fronted Amazon,"Blue-fronted Amazon, Blue-fronted Parrot",
Amazona agilis,22686231,Black-billed Amazon,Black-billed Parrot,
Amazona albifrons,22686222,White-fronted Amazon,White-fronted Parrot,
Amazona amazonica,22686350,Orange-winged Amazon,Orange-winged Parrot,
Amazona arausiaca,22686395,Red-necked Amazon,"Jacquot, Red-necked Parrot",
Amazona auropalliata,22686342,Yellow-naped Amazon,Yellow-naped Parrot,
Amazona autumnalis,22728292,Red-lored Amazon,,
Amazona barbadensis,22686325,Yellow-shouldered Amazon,Yellow-shouldered Parrot,
Amazona bodini,22727636,Northern Festive Amazon,,
Amazona brasiliensis,22686296,Red-tailed Amazon,Red-tailed Parrot,
Amazona collaria,22686209,Yellow-billed Amazon,Yellow-billed Parrot,
Amazona diadema,22731595,Diademed Amazon,,
Amazona dufresniana,22686282,Blue-cheeked Amazon,Blue-cheeked Parrot,
Amazona farinosa,45430572,Southern Mealy Amazon,,
Amazona festiva,22727626,Southern Festive Amazon,"Festive Amazon, Festive Parrot",
Amazona finschi,22686268,Lilac-crowned Amazon,Lilac-crowned Parrot,
Amazona guatemalae,45430583,Northern Mealy Amazon,,
Amazona guildingii,22686403,Saint Vincent Amazon,"Saint Vincent Parrot, St Vincent Amazon, St. Vincent Amazon, St. Vincent Parrot",
Amazona imperialis,22686411,Imperial Amazon,Imperial Parrot,
Amazona kawalli,22686363,White-faced Amazon,"Kawall's Parrot, White-cheeked Amazon",
Amazona leucocephala,22686201,Cuban Amazon,"Bahamas Parrot, Caribbean Amazon, Cuban Parrot",
Amazona lilacina,22728296,Lilacine Amazon,,
Amazona martinicana,22728705,Martinique Amazon,Martinique Parrot,
Amazona mercenarius,22686354,Scaly-naped Amazon,Scaly-naped Parrot,Amazona mercenaria
Amazona ochrocephala,22686346,Yellow-crowned Amazon,Yellow-crowned Parrot,
Amazona oratrix,22686337,Yellow-headed Amazon,Yellow-headed Parrot,
Amazona pretrei,22686251,Red-spectacled Amazon,Red-spectacled Parrot,
Amazona rhodocorytha,22686288,Red-browed Amazon,"Red-browed Parrot, Red-topped Amazon, Red-topped Parrot",
Amazona tucumana,22686246,Tucuman Amazon,"Tucumán Amazon, Tucuman Parrot",
Amazona ventralis,22686215,Hispaniolan Amazon,Hispaniolan Parrot,
Amazona versicolor,22686387,Saint Lucia Amazon,"Saint Lucia Parrot, St Lucia Amazon, St. Lucia Amazon, St. Lucia Parrot",
Amazona vinacea,22686374,Vinaceous-breasted Amazon,"Vinaceous Amazon, Vinaceous-breasted Parrot, Vinaceous Parrot",
Amazona violacea,22728701,Guadeloupe Amazon,Guadeloupe Parrot,
Amazona viridigenalis,22686259,Red-crowned Amazon,"Green-cheeked Amazon, Red-crowned Parrot",
Amazona vittata,22686239,Puerto Rican Amazon,"Puerto Rican Parrot, Red-fronted Amazon",
Amazona xantholora,22686226,Yellow-lored Amazon,"Yellow-lored Parrot, Yucatan Amazon",
Amazonetta brasiliensis,22680115,Brazilian Teal,,
Amblycercus holosericeus,22724065,Yellow-billed Cacique,,Cacicus holosericeus holosericeus
Amblyornis flavifrons,22703657,Golden-fronted Bowerbird,Yellow-fronted Bowerbird,
Amblyornis inornata,22703644,Vogelkop Bowerbird,,Amblyornis inornatus
Amblyornis macgregoriae,22703651,MacGregor's Bowerbird,,
Amblyornis subalaris,22703654,Streaked Bowerbird,,
Amblyospiza albifrons,22719260,Thick-billed Weaver,Grosbeak Weaver,
Amblyramphus holosericeus,22724265,Scarlet-headed Blackbird,,
Ammodramus aurifrons,22721150,Yellow-browed Sparrow,,
Ammodramus humeralis,22721147,Grassland Sparrow,,
Ammodramus savannarum,22721144,Grasshopper Sparrow,,
Ammomanes cinctura,22717236,Bar-tailed Lark,Bar-tailed Desert Lark,Ammomanes cincturus
Ammomanes deserti,22717254,Desert Lark,,
Ammomanes phoenicura,22717247,Rufous-tailed Lark,,Ammomanes phoenicurus
Ammomanopsis grayi,22717258,Gray's Lark,,Ammomanes grayi
Ammonastes pelzelni,22701823,Grey-bellied Antbird,Gray-bellied Antbird,Myrmeciza pelzelni
Ammoperdix griseogularis,22678652,See-see Partridge,"See-see, See-See Partridge",
Ammoperdix heyi,22678657,Sand Partridge,,
Ammospiza caudacuta,22721129,Saltmarsh Sparrow,Saltmarsh Sharp-tailed Sparrow,Ammodramus caudacutus
Ammospiza leconteii,22721135,Le Conte's Sparrow,,Ammodramus leconteii
Ammospiza maritima,22721123,Seaside Sparrow,,"Ammodramus maritima maritima, Ammodramus maritimus"
Ammospiza nelsoni,22728393,Nelson's Sparrow,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni
Ampeliceps coronatus,22710949,Golden-crested Myna,,
Ampelioides tschudii,22700815,Scaled Fruiteater,,
Ampelion rubrocristatus,22700753,Red-crested Cotinga,,Ampelion rubrocristata rubrocristata
Ampelion rufaxilla,22700761,Chestnut-crested Cotinga,,
Ampelornis griseiceps,22701847,Grey-headed Antbird,Gray-headed Antbird,Myrmeciza griseiceps
Amphispiza bilineata,22721194,Black-throated Sparrow,,
Amphispiza quinquestriata,22721200,Five-striped Sparrow,,Aimophila quinquestriata
Amytornis ballarae,22735654,Kalkadoon Grasswren,,
Amytornis barbatus,22703780,Grey Grasswren,,
Amytornis dorotheae,22703786,Carpentarian Grasswren,Red-winged Grasswren,
Amytornis goyderi,22703795,Eyrean Grasswren,,
Amytornis housei,22703807,Black Grasswren,,
Amytornis merrotsyi,22732155,Short-tailed Grasswren,,
Amytornis modestus,103684164,Thick-billed Grasswren,,
Amytornis purnelli,22735659,Dusky Grasswren,,
Amytornis striatus,22734297,Striated Grasswren,,
Amytornis textilis,103684117,Western Grasswren,,
Amytornis woodwardi,22703783,White-throated Grasswren,,
Anabacerthia amaurotis,22702843,White-browed Foliage-gleaner,,Philydor amaurotis amaurotis
Anabacerthia lichtensteini,22702855,Ochre-breasted Foliage-gleaner,,Philydor lichtensteini
Anabacerthia ruficaudata,22702792,Rufous-tailed Foliage-gleaner,,"Philydor ruficaudatus, Philydor ruficaudatum"
Anabacerthia striaticollis,22702789,Montane Foliage-gleaner,,
Anabacerthia variegaticeps,22702786,Scaly-throated Foliage-gleaner,,
Anabathmis hartlaubii,22717709,Principe Sunbird,Príncipe Sunbird,Nectarinia hartlaubii
Anabathmis newtonii,22717714,Newton's Sunbird,Newton's Yellow-breasted Sunbird,Nectarinia newtonii
Anabathmis reichenbachii,22717705,Reichenbach's Sunbird,,Nectarinia reichenbachii
Anabazenops dorsalis,22702913,Dusky-cheeked Foliage-gleaner,"Bamboo Foliage-gleaner, Crested Foliage-gleaner",Automolus dorsalis
Anabazenops fuscus,22702881,White-collared Foliage-gleaner,,Philydor fuscus fuscus
Anairetes alpinus,22699383,Ash-breasted Tit-tyrant,Ash-breasted Tit-Tyrant,
Anairetes fernandezianus,22699401,Juan Fernandez Tit-tyrant,"Juan Fernandez Tit-Tyrant, Juan Fernández Tit-tyrant",
Anairetes flavirostris,22699397,Yellow-billed Tit-tyrant,Yellow-billed Tit-Tyrant,
Anairetes nigrocristatus,22699387,Black-crested Tit-tyrant,"Maranon Tit-tyrant, Maranon Tit-Tyrant, Marañón Tit-tyrant",
Anairetes parulus,22699406,Tufted Tit-tyrant,Tufted Tit-Tyrant,
Anairetes reguloides,22699393,Pied-crested Tit-tyrant,Pied-crested Tit-Tyrant,
Anaplectes jubaensis,103812651,Red Weaver,,
Anaplectes leuconotos,103812620,Northern Red-headed Weaver,,
Anaplectes rubriceps,103812581,Southern Red-headed Weaver,,
Anarhynchus frontalis,22693928,Wrybill,,
Anas acuta,22680301,Northern Pintail,Pintail,
Anas albogularis,22727280,Andaman Teal,,
Anas andium,22735557,Andean Teal,,Anas flavirostris
Anas aucklandica,22680280,Auckland Teal,Brown Teal,
Anas bahamensis,22680287,White-cheeked Pintail,,
Anas bernieri,22680252,Madagascar Teal,Bernier's Teal,Querquedula bernieri
Anas capensis,22680145,Cape Teal,,
Anas carolinensis,22729498,Green-winged Teal,,
Anas castanea,22680277,Chestnut Teal,,
Anas chlorotis,22728303,Brown Teal,,
Anas crecca,22680321,Common Teal,"Eurasian Teal, Teal",
Anas eatoni,22680306,Southern Pintail,Kerguelen Pintail,
Anas erythrorhyncha,22680290,Red-billed Teal,,
Anas flavirostris,22736320,Yellow-billed Teal,,
Anas fulvigula,22680178,Mottled Duck,,
Anas georgica,22680310,Yellow-billed Pintail,,
Anas gibberifrons,22727271,Sunda Teal,,
Anas gracilis,22680271,Grey Teal,,
Anas laysanensis,22680203,Laysan Duck,Laysan Teal,
Anas luzonica,22680214,Philippine Duck,,
Anas marecula,22728666,Amsterdam Duck,Amsterdam Island Duck,
Anas melleri,22680225,Meller's Duck,,
Anas nesiotis,22724580,Campbell Teal,Campbell Island Teal,
Anas platyrhynchos,22680186,Mallard,"Common Mallard, Northern Mallard",
Anas poecilorhyncha,22736541,Indian Spot-billed Duck,,
Anas rubripes,22680174,American Black Duck,Black Duck,
Anas sparsa,22680170,African Black Duck,,
Anas superciliosa,22680217,Pacific Black Duck,Grey Duck,
Anas theodori,22728662,Mauritius Duck,Mauritian Duck,
Anas undulata,22680221,Yellow-billed Duck,,
Anas wyvilliana,22680199,Hawaiian Duck,,
Anas zonorhyncha,22736042,Chinese Spot-billed Duck,,Anas poecilorhyncha
Anastomus lamelligerus,22697664,African Openbill,Openbill Stork,
Anastomus oscitans,22697661,Asian Openbill,,
Ancistrops strigilatus,22702757,Chestnut-winged Hookbill,,
Andigena cucullata,22682061,Hooded Mountain-toucan,"Hooded Mountain Toucan, Hooded Mountain-Toucan",
Andigena hypoglauca,22682055,Grey-breasted Mountain-toucan,"Gray-breasted Mountain-Toucan, Grey-breasted Mountain Toucan, Grey-breasted Mountain-Toucan",
Andigena laminirostris,22682050,Plate-billed Mountain-toucan,"Plate-billed Mountain Toucan, Plate-billed Mountain-Toucan",
Andigena nigrirostris,22682066,Black-billed Mountain-toucan,"Black-billed Mountain Toucan, Black-billed Mountain-Toucan",
Androdon aequatorialis,22687019,Tooth-billed Hummingbird,,
Andropadus importunus,22712795,Sombre Greenbul,Sombre Bulbul,
Androphobus viridis,22705324,Papuan Whipbird,,
Anhima cornuta,22679723,Horned Screamer,,
Anhinga anhinga,22696702,Anhinga,,
Anhinga melanogaster,22696712,Oriental Darter,"African Darter, Darter",
Anhinga novaehollandiae,22696719,Australasian Darter,,
Anhinga rufa,22696705,African Darter,Darter,
Anisognathus flavinucha,103845698,Bolivian Mountain-tanager,,
Anisognathus igniventris,103845767,Fire-bellied Mountain-tanager,,
Anisognathus lacrymosus,22722630,Lacrimose Mountain-tanager,"Lacrimose Mountain Tanager, Lacrimose Mountain-Tanager",
Anisognathus lunulatus,103845827,Scarlet-bellied Mountain-tanager,,
Anisognathus melanogenys,22722624,Santa Marta Mountain-tanager,"Black-cheeked Mountain-Tanager, Santa Marta Mountain Tanager, Santa Marta Mountain-Tanager",
Anisognathus notabilis,22722651,Black-chinned Mountain-tanager,"Black-chinned Mountain Tanager, Black-chinned Mountain-Tanager",
Anisognathus somptuosus,103845565,Blue-winged Mountain-tanager,,
Anodorhynchus glaucus,22685527,Glaucous Macaw,,
Anodorhynchus hyacinthinus,22685516,Hyacinth Macaw,,
Anodorhynchus leari,22685521,Lear's Macaw,Indigo Macaw,
Anomalospiza imberbis,22719254,Cuckoo-finch,"Cuckoo Finch, Cuckoo Weaver, Parasitic Weaver",
Anopetia gounellei,22686985,Broad-tipped Hermit,,Phaethornis gounellei
Anorrhinus austeni,22731941,Austen's Brown Hornbill,,
Anorrhinus galeritus,22682485,Bushy-crested Hornbill,,
Anorrhinus tickelli,22731946,Tickell's Brown Hornbill,Brown Hornbill,
Anous albivittus,22733705,Grey Noddy,Gray Noddy,Procelsterna albivitta
Anous ceruleus,22727746,Blue Noddy,,Procelsterna cerulea
Anous minutus,22694799,Black Noddy,,
Anous stolidus,22694794,Brown Noddy,Common Noddy,
Anous tenuirostris,22694805,Lesser Noddy,Sooty Noddy,
Anser albifrons,22679881,Greater White-fronted Goose,White-fronted Goose,
Anser anser,22679889,Greylag Goose,,
Anser brachyrhynchus,22679872,Pink-footed Goose,,
Anser caerulescens,22679896,Snow Goose,,Chen caerulescens
Anser canagicus,22679919,Emperor Goose,,"Anser canagica canagica, Chen canagicus, Chen canagica, Anas canagica"
Anser cygnoid,22679869,Swan Goose,,Anser cygnoides
Anser erythropus,22679886,Lesser White-fronted Goose,,
Anser fabalis,22679875,Bean Goose,,
Anser indicus,22679893,Bar-headed Goose,,
Anser rossii,22679909,Ross's Goose,,"Anser rossi rossi, Anser rossii rossii, Chen rossii"
Anseranas semipalmata,22679732,Magpie Goose,,
Anthipes monileger,22709349,White-gorgeted Flycatcher,,Ficedula monileger
Anthipes solitaris,22709355,Rufous-browed Flycatcher,,Ficedula solitaris
Anthobaphes violacea,22717695,Orange-breasted Sunbird,,Nectarinia violacea
Anthocephala berlepschi,154809350,Tolima Blossomcrown,,Anthocephala floriceps
Anthocephala floriceps,154807906,Santa Marta Blossomcrown,,Anthocephala floriceps
Anthochaera carunculata,22704466,Red Wattlebird,,
Anthochaera chrysoptera,22704460,Little Wattlebird,Brush Wattlebird,
Anthochaera lunulata,22704454,Western Wattlebird,Little Wattlebird,
Anthochaera paradoxa,22704469,Yellow Wattlebird,,
Anthochaera phrygia,22704415,Regent Honeyeater,,"Anthochaera phrygia, Xanthomyza phrygia"
Anthornis melanocephala,22728814,Chatham Islands Bellbird,"Chatham Bellbird, Chatham Island Bellbird",
Anthornis melanura,22704447,New Zealand Bellbird,Bellbird,
Anthoscopus caroli,22731087,Grey Penduline-tit,African Penduline-Tit,
Anthoscopus flavifrons,22711660,Forest Penduline-tit,"Forest Penduline Tit, Forest Penduline-Tit, Yellow-fronted Penduline Tit",
Anthoscopus minutus,22711679,Cape Penduline-tit,"Southern Penduline-tit, Southern Penduline-Tit",
Anthoscopus musculus,22711653,Mouse-coloured Penduline-tit,"Mouse-colored Penduline Tit, Mouse-colored Penduline-Tit, Mouse-coloured Penduline Tit",
Anthoscopus parvulus,22711646,Yellow Penduline-tit,"West African Penduline Tit, Yellow Penduline Tit, Yellow Penduline-Tit",
Anthoscopus punctifrons,22711639,Sennar Penduline-tit,"Sennar Penduline Tit, Sennar Penduline-Tit, Sudan Penduline Tit",
Anthoscopus sylviella,22711674,Buff-bellied Penduline-Tit,,
Anthracoceros albirostris,22682437,Oriental Pied Hornbill,Oriental Pied-Hornbill,
Anthracoceros coronatus,22682433,Malabar Pied Hornbill,Malabar Pied-Hornbill,
Anthracoceros malayanus,22682441,Black Hornbill,,
Anthracoceros marchei,22682444,Palawan Hornbill,,
Anthracoceros montani,22682447,Sulu Hornbill,,
Anthracothorax aurulentus,22725745,Puerto Rican Mango,,
Anthracothorax dominicus,22725737,Hispaniolan Mango,Antillean Mango,
Anthracothorax mango,22687133,Jamaican Mango,,
Anthracothorax nigricollis,22687130,Black-throated Mango,,
Anthracothorax prevostii,22687125,Green-breasted Mango,,
Anthracothorax veraguensis,22729026,Veraguas Mango,,
Anthracothorax viridigula,22687122,Green-throated Mango,,
Anthracothorax viridis,22687143,Green Mango,,
Anthreptes anchietae,22717606,Anchieta's Sunbird,Red-and-blue Sunbird,
Anthreptes aurantius,22717649,Violet-tailed Sunbird,,
Anthreptes gabonicus,22717629,Mouse-brown Sunbird,"Brown Sunbird, Mangrove Sunbird",
Anthreptes griseigularis,103792631,Grey-throated Sunbird,,
Anthreptes longuemarei,22717635,Western Violet-backed Sunbird,Violet-backed Sunbird,
Anthreptes malacensis,103792612,Brown-throated Sunbird,,
Anthreptes neglectus,22717645,Uluguru Violet-backed Sunbird,,
Anthreptes orientalis,22717640,Eastern Violet-backed Sunbird,Kenya Violet-backed Sunbird,
Anthreptes rectirostris,103792746,Yellow-chinned Sunbird,,
Anthreptes reichenowi,22717602,Plain-backed Sunbird,,
Anthreptes rhodolaemus,22717618,Red-throated Sunbird,,Anthreptes rhodolaema
Anthreptes rubritorques,22717663,Banded Sunbird,Banded Green Sunbird,
Anthreptes seimundi,22717683,Little Green Sunbird,,Nectarinia seimundi
Anthreptes simplex,22717611,Plain Sunbird,,
Anthreptes tephrolaemus,103792796,Grey-chinned Sunbird,,
Anthropoides paradiseus,22692109,Blue Crane,Stanley Crane,"Anthropoides paradisea, Grus paradisea, Ardea paradisea"
Anthropoides virgo,22692081,Demoiselle Crane,,"Anthropoides virgo virgo, Grus virgo"
Anthus antarcticus,22718588,South Georgia Pipit,,
Anthus berthelotii,22718508,Berthelot's Pipit,,
Anthus bogotensis,22718600,Paramo Pipit,,
Anthus brachyurus,22718532,Short-tailed Pipit,,
Anthus caffer,22718536,Bush Pipit,"Bushveld Pipit, Little Tawny Pipit",
Anthus campestris,22718501,Tawny Pipit,,
Anthus cervinus,22718560,Red-throated Pipit,,
Anthus chacoensis,22718606,Pampas Pipit,"Campo Pipit, Chaco Pipit",
Anthus cinnamomeus,103821565,African Pipit,Grassveld Pipit,
Anthus correndera,22718585,Correndera Pipit,,
Anthus crenatus,22718452,Yellow-tufted Pipit,African Rock Pipit,
Anthus furcatus,22718594,Short-billed Pipit,,
Anthus godlewskii,22718505,Blyth's Pipit,,
Anthus gustavi,22718553,Pechora Pipit,,
Anthus gutturalis,22718614,Alpine Pipit,,
Anthus hellmayri,22718597,Hellmayr's Pipit,,
Anthus hodgsoni,22718550,Olive-backed Pipit,,
Anthus hoeschi,22718467,Mountain Pipit,,
Anthus leucophrys,22718485,Plain-backed Pipit,,
Anthus lineiventris,22718448,Striped Pipit,,
Anthus lutescens,103820643,Yellowish Pipit,,
Anthus melindae,22718497,Malindi Pipit,,
Anthus nattereri,22718611,Ochre-breasted Pipit,,
Anthus nilghiriensis,22718582,Nilgiri Pipit,,
Anthus novaeseelandiae,22718480,Australasian Pipit,"New Zealand Pipit, Richard's Pipit",
Anthus nyassae,103821482,Woodland Pipit,,
Anthus pallidiventris,22718493,Long-legged Pipit,,
Anthus peruvianus,103820648,Peruvian Pipit,,
Anthus petrosus,22718567,Rock Pipit,Eurasian Rock Pipit,
Anthus pratensis,22718556,Meadow Pipit,,Alauda pratensis
Anthus richardi,103821389,Richard's Pipit,,
Anthus roseatus,22718564,Rosy Pipit,,
Anthus rubescens,22718575,Buff-bellied Pipit,American Pipit,
Anthus rufulus,22718477,Paddyfield Pipit,,
Anthus similis,103821527,Long-billed Pipit,,
Anthus sokokensis,22718542,Sokoke Pipit,,
Anthus spinoletta,22718571,Water Pipit,Rock Pipit and Water Pipit,
Anthus spragueii,22718591,Sprague's Pipit,,
Anthus sylvanus,22718579,Upland Pipit,,
Anthus trivialis,22718546,Tree Pipit,,
Anthus vaalensis,22718489,Buffy Pipit,,
Antilophia bokermanni,22728410,Araripe Manakin,,
Antilophia galeata,22701068,Helmeted Manakin,,
Antrostomus arizonae,22736398,Mexican Whip-poor-will,,"Caprimulgus arizonae, Caprimulgus vociferus"
Antrostomus badius,22689795,Yucatan Nightjar,,Caprimulgus badius
Antrostomus carolinensis,22689778,Chuck-will's-widow,,Caprimulgus carolinensis
Antrostomus cubanensis,22689786,Cuban Nightjar,Greater Antillean Nightjar,Caprimulgus cubanensis
Antrostomus ekmani,22729176,Hispaniolan Nightjar,,Caprimulgus ekmani
Antrostomus noctitherus,22689809,Puerto Rican Nightjar,Puerto Rican Whip-poor-will,Caprimulgus noctitherus
Antrostomus ridgwayi,22689801,Buff-collared Nightjar,,Caprimulgus ridgwayi
Antrostomus rufus,22689781,Rufous Nightjar,,Caprimulgus rufus
Antrostomus salvini,22689792,Tawny-collared Nightjar,,Caprimulgus salvini
Antrostomus saturatus,22689813,Dusky Nightjar,,Caprimulgus saturatus
Antrostomus sericocaudatus,22689798,Silky-tailed Nightjar,,Caprimulgus sericocaudatus
Antrostomus vociferus,22736393,Eastern Whip-poor-will,,Caprimulgus vociferus
Anumara forbesi,22724274,Forbes's Blackbird,,Curaeus forbesi
